Question,Answer
What is Case Data Archiving?,"Stores old closed cases
 Reduces system load
 Improves performance
 Maintains historical records
 Supports compliance"
What is Case Customer Portal Access?,"Allows customers to view cases
 Track status online
 Add comments
 Improve transparency
 Reduce support calls"
What is Case Root Cause Analysis?,"Identifies underlying issue
 Prevents recurrence
 Improves service quality
 Supports process improvement
 Enhances long-term resolution"
What is Case Severity Level?,"Measures impact level
 High severity = major issue
 Influences priority
 Affects escalation path
 Supports SLA management"
What is Case Automation Testing?,"Validates workflow rules
 Ensures correct triggers
 Prevents system errors
 Improves reliability
 Supports quality assurance"
What is Case Customer Feedback Collection?,"Collects post-resolution survey
 Measures satisfaction score
 Identifies improvement areas
 Improves service quality
 Supports performance review"
What is Case Performance Dashboard?,"Visual representation of metrics
 Shows open vs closed cases
 Tracks SLA compliance
 Displays agent productivity
 Supports management decisions"
What is Strategic Importance of Case Management?,"Improves customer satisfaction
 Builds brand trust
 Enhances retention rate
 Optimizes service operations
 Drives business growth"
How to create Employee Object in Salesforce?," →Go to Setup

 →Click Object Manager

Click Create → Custom Object

 →Enter Object Name: Employee

 →Add fields"
What is the “New” button used for?," →Go to Employee

 →Click new button

→The New button is used to create a new Employee record."
What is the “Import” button used for?,"→Go to Employee

→Click Import button

→mport is used to upload multiple Employee records using CSV file."
What is “Change Owner”?,Assign Label is used to assign tags or labels to selected records (if feature enabled).
What is Record Owner?,Record Owner is the user who is responsible for that Employee record.
How to add more columns in List View?,Click ⚙ (List View Controls) → Select Fields to Display → Add fields → Save.
How to create a new Employee record from this screen?,Click New → Fill required fields → Click Save.
How to edit an existing Employee record?,""" →Go to Employee
 →Click the Employee Name
 → Click Edit
 → Update fields → Save"
How to delete an Employee record?,"→Go to Employee
 →Open record 
 → Click dropdown (▼)  → Select Delete."
How to export Employee records?,Create a Report → Click Export → Download CSV file.
How to add Employee tab to App navigation?,"→Setup
 → App Manager
 → Edit App
 → Add Employee Tab
 → Save."
How to restrict who can create Employee records?,Remove Create permission from Profile or Permission Set.
How to create a custom button on Employee object?,"Setup 
→ Object Manager
 → Employee
 → Buttons, Links & Actions 
→ New Button.
"
How to create Employee approval process?,"Setup
 → Approval Process
 → Select Employee object 
→Define entry criteria
 → Add approver 
→ Activate.
"
How to send notification to Manager when new Employee is created?,"Create Record-Triggered Flow:
Trigger → After Create → Send Email / Notification."
How to show Employees in dashboard?,"Create Report on Employee
Create Dashboard
Add Report Component"
How to relate Employee with Account?,Create Lookup field in Employee → Related To Account.
What is Employee Object?,Employee Object is a custom object used to store employee details.
Is Employee a standard object in Salesforce?,"No, Employee is usually a custom object created in Salesforce."
What is a field in Employee object?,"A field stores information like Name, Salary, Email."
How to check who is the Owner of the Employee record?,"→ Open the employee record record by clicking on the user name.
→ Check the Owner field to see the assigned user name."
What is Data Loader?,Data Loader is a client tool for large data imports.It supports up to millions of records.
How to load the data through the Data Loader?,"→ Go to the Settings.
→ Click on the Setup.
→ Search for Data Loader.
→ Select the Data Loader.
→ We can Any one option (Downloads,User Guide)
→ If we click on any option we get pop Confirm redirect we have to select the Confirm Button.
→ We redirect to the another Data website."
What is the purpose of Assign Label?,It helps categorize employee records.Labels make searching and filtering easier.
How use the Assign Label?,"→ Open the Employee
→ Click the downarrow which is in the employees name.
→ Click on the Edit.
→ It displays one form fields(Employee Name,Role,Email,Contact,Access Level)
→ In the Access Level click dropdown 
→ We can select one label in the list(Read-only,Standard,Admin).
→ Click Save
"
How do you edit an existing Employee record?,"→ Open the employee record record by clicking on the user name.
→ Click Edit .
→ Update fields.
→ Click Save"
How work the employee setting button?,"It is used for List view Control
→ Click on the Setting button in the employee page.
→ It show dropdown list New,clone,Rename,Sharing Settings,Select fields to displat,Delete,Reset Column Sorting,Reset Column Width."
How to create new list view?,"→ In the Employee page
→ Click on the Setting button in the employee page
→ Select New from the dropdown list.
→ Then We fill the required fields the form selects the Who sees this list view.
→ Click Save."
What happens when you refresh the list view in Employee?,"→ In Employee page
→ Click the refresh icon.
→ Salesforce re-fetches the latest data from the database."
What is the Select List Display?,"Select List Display is used to choose which fields (columns) are shown in a list view for records.(Table,kanban,split view)."
What is the Column Sort?,Column sort means arranging employee records in ascending or descending order by clicking on a column header like Name or Date.
How to use the Column Sort?,"→ Open the Employee Object.
→ Go to the Employee List view.
→ Tap on the column header (like Name or Date)
→ Click once to sort in Ascending order (A–Z).
→ Click again to sort in Descending order (Z–A)."
What is List View?,It shows multiple Employee records in list format.
What is Auto Number in Employee object?,Auto Number automatically generates Employee ID like EMP-001.
What is a Required field?,A required field must be filled before saving the record.
What is Record-Triggered Flow?,It automates actions when Employee record is created or updated.
What is Import Wizard?,Tool used to upload multiple Employee records using CSV file.
What is Delete Permission?,It allows user to delete Employee records.
What is Object Permission?,"Object permission controls Create, Read, Edit, Delete access."
What is a Custom Tab?,Custom Tab allows users to access the Employee object from the navigation bar
What is Page Layout?,Page Layout controls how fields appear on the Employee record page.
What is an External ID?,External ID is used to integrate Employee data from external systems.
What is the Search Bar in Salesforce?,"Search Bar is used to quickly find records like Employees, Accounts, Leads in Salesforce."
What is the difference between Global Search and List View Search?,"Global Search → Searches across all objects.

List View Search → Searches only within that object (Example: Employees list)."
What does “Search this list…” mean?,It searches only Employee records shown in the current list view
Can we search using Employee ID?,"Yes, if Employee ID field is searchable (marked as searchable or External ID)."
What is Search Layout?,Search Layout controls which fields appear in search results.
What is indexing in Salesforce?,Indexing is a process that makes search faster by organizing data internally.
Can a user see all search results?,No. A user can only see records they have permission to access.
How is the Search Bar used on the Leads page?,"I
→ Open the Leads Page it will display the search bar."
How is the Search Bar used on the Custom Orders page?,→ Open the Custom Order Page we can see the Search bar.
How is the Search Bar used on the Custom Invoices page?,→ Open Custom Invoices we can see the search bar.
How is the Search Bar used on the Custom Appointments page?,→ Open Custom Appointments we can see the search bar.
How is the Search Bar used on the Support Cases page?,"It searches case records.Results display employee name and role.
→ Open Support Cases we can see the search bar."
How is the Search Bar used on the Appointments page?,"It searches scheduled appointments.Results show appointment details.
→ Open Appointments we can see the search bar."
How is the Search Bar used on the SAP Sales Orders page?,"It finds SAP sales orders.Results display order ID and status.
→ Open SAP Sales Orders we can see the search bar."
How is the Search Bar used on the SAP Sales Order Items page?,"It searches order item records.Results show item details.
→ Open SAP Sales Order Items we can see the search bar."
How is the Search Bar used on the Dashboard page?,"
→ Open Home we can see the search bar."
Can users see all search results?,"No, users can only see records they have access to."
What will happen if no matching record is found?,The system will display no results or an empty list
How to search an Invoice using the Search Bar?,"→ Open the Salesforce application.
 → Click on Custom Invoices tab.
 → Go to the Search invoices search bar.
 → Type the Invoice Number (Example: INV-0218).
 → Press Enter or wait for results.
 → The system displays the matching invoice record."
How to search Invoice by Customer Name?,"→ Open Custom Invoices page.
 → Locate the search bar above the invoice list.
 → Type the Customer name (Example: anirudh).
 → Press Enter The system filters and shows invoices related to that customer."
How to search Invoice by Status (Paid/Unpaid)?,"→ Open Custom Invoices tab.
 → Click inside the search bar Type “Paid” or “Unpaid”.
 → Press Enter.
 → Only invoices with that status will be displayed."
What to do if no results are found?,"→ Check spelling of the keyword.
 → Remove extra spaces.
 → Try searching with partial text (Example: INV).
 → If still no result, verify that the record exists in the system."
How to clear the search filter?,"→ Delete the text inside the search bar.
 → Press Enter.
 → All invoice records will be displayed again."
How to use the Search Bar to find an appointment?,"→ Open the Custom Appointments tab.
 → Locate the Search appointments search bar.
 → Click inside the search bar.
 → Type the Appointment Name or Customer Name.
 → Press Enter.
 → The system displays matching appointment records."
How to search appointment by Customer name?,"→ Open Appointment Manager page.
 → Click on the search bar.
 → Enter the Customer name.
 → Press Enter.
 → All appointments related to that customer will be shown."
How to search appointment by Status?,"→ Open the Appointment list.
 → Click inside the search bar.
 → Type the status (Example: Confirmed).
 → Press Enter."
How to clear the search results?,"→ Delete the text inside the search bar.
 → Press Enter.
 → All appointment records will be displayed again."
Where is the Search Bar located?,It is located above the appointment list table.
What can we search using the Search Bar?,"We can search by Appointment Name, Customer Name, or Status."
Why do we use the Search Bar?,We use it to save time and quickly find records
What happens after typing in the Search Bar?,The system filters and displays matching records.
Is the Search Bar case-sensitive?,"No, it is usually not case-sensitive."
What happens if no record is found?,The list will show no results.
What does the Search Bar do?," The search bar allows users to quickly find records like Customers, Orders, Leads, Reports, and Employees within the Sales Rep dashboard."
Where is the Search Bar located?,"The search bar is located at the top center of the dashboard, above the navigation menu."
What happens when I type a keyword in the Search Bar?,"The system displays matching results such as customer names, order IDs, reports, or other related records."
"Can I search for a specific report like ""Customer Retention Report""?","Yes, typing “Customer Retention Report” in the search bar will show the related report if it exists."
Can I search using an Order ID?,"Yes, entering an Order ID will directly show the specific order details."
What if no results are found?,The system will display a “No Results Found” message if the keyword does not match any records
Can I filter search results?,"Yes, filters can be applied (like Region, Status, Date) to refine the search results"
What is the purpose of the Search Bar in the Leads page?,"The search bar helps users quickly find specific leads by entering keywords like Name, Company, Title, or Lead Status."
Where is the Search Bar located?,"The search bar is located at the top center of the Sales Rep dashboard, above the navigation menu."
Can I search a lead by name?,"Yes, you can type the lead’s name (for example, “Ramya Samantha”) and the system will display matching results."
Can I search using the company name?,"Yes, entering a company name like “Accenture” will filter and show related leads."
What happens if I search for a Lead Status like “New”?,"The system will display all leads that have the status “New,” if the search supports status filtering."
What if no matching record is found?,The system will show a “No Results Found” message if the keyword does not match any lead.
Does the Search Bar work with filters like “Created This Quarter” or “Owner: Me”?,"Yes, search results are usually combined with selected filters such as Created Date and Owner."
Is the search case-sensitive?,"No, the search is generally not case-sensitive. It works with uppercase and lowercase letters."
Can I search using partial names?,"Yes, you can type part of a name (e.g., “Ramya”) and the system will show matching leads."
Can I search using multiple keywords?,"Yes, you can enter multiple keywords like “Krishna Accenture” to narrow down results."
Can I search by Lead Source?,"Yes, if the system supports it, you can search using Lead Source values like “Website” or “Referral.”"
Does the search update results instantly?,"In most systems, results update automatically as you type or after pressing Enter."
Can I search using email ID or phone number?,"Yes, if those fields are searchable, entering an email or phone number will show the matching lead."
Is search affected by selected filters like “This Quarter”?,"Yes, search results will only show records that match both the keyword and the selected filters."
Can I clear the search results?,"Yes, you can remove the text from the search bar and press Enter to reset the results."
Can I search for recently viewed leads?,"Yes, recently viewed items may appear as suggestions when you click on the search bar"
What page is currently displayed?,The Appointments object page in Salesforce Lightning Experience.
Which list view is selected?,Recently Viewed (Pinned list).
What is the primary column displayed?,Appointment Name.
Can users search records in this list?,"Yes, using the “Search this list…” search bar."
What button is used to create a new appointment?,The “New” button.
Can ownership of appointments be changed?,"Yes, using the “Change Owner” button"
What does the “Assign Label” button do?,It allows users to assign labels to selected records.
How can users select multiple records?,By using the checkboxes beside each record.
What happens when clicking the gear icon?,It opens list view configuration options.
What does “Select Fields to Display” do?,It customizes columns shown in the list view.
What does “Edit Labels” do?,It allows assigning or modifying labels for the record.
What is a Custom Appointment in Salesforce?,"A Custom Appointment is a custom Salesforce object created to manage and track customer meetings. It stores business-specific data such as customer, appointment date & time, assigned staff, region, and status. It is not a standard Salesforce object and is fully customizable by the admin."
How do you open Custom Appointment in Salesforce?,"→ Click App Launcher (9 dots icon) 
 → Search and Select Sales Rep 
 → Click Custom Appointments tab 
 → Appointment Manager page opens"
What is the purpose of the Appointment Manager page?,"The Appointment Manager provides a list view to:
 → View all appointments
 → Filter and search records
 → Sort by customer, date, staff, or status
 → Perform actions like View, Edit, or Delete"
What fields are mandatory while creating a new appointment?,"Mandatory fields typically include:
 → Appointment Name 
 → Customer
 → Appointment Date
 → Owner
 These ensure accountability and traceability."
How to Search in Custom Appointments ?,"→ Go to Custom Appointments tab
 → Enter the appointment name in the search box
  →Press Enter
 → Matching appointment records are displayed 
 → Open the required appointment"
What is the Purpose of Search Bar in Custom Appointments?,The Search Bar is used to quickly locate specific appointment records.
What is Appointment Name?,"Appointment Name 
 → Represents the title of the meeting 
 → Helps identify the appointment in list view 
 → Used in search functionality 
 → Appears in reports and dashboards 
 → Improves record tracking and usability"
What is Customer in Custom Appointments?,"Customer Field 
 → Connects the appointment to an Account record 
 → Identifies whom the meeting is scheduled with 
 → Helps track meetings for each customer 
 → Enables customer-based reporting 
 → Maintains proper relationship management"
What display formats are available?,"Table, Kanban, and Split View."
What is Kanban view used for?,Visualizing records grouped by a field like status.
What is Split View?,It shows list and record detail side-by-side.
Why is column sorting disabled?,Because the list needs at least one row and two columns to enable sorting.
How do you open the New Appointment form?,Click the “New” button.
Which field is mandatory?,Customer Name and Appointment Name.
How are mandatory fields indicated?,With a red asterisk (*).
What type of field is Customer Name?,Lookup field (Search Customer).
What field assigns responsibility?,Owner field.
How is staff assigned?,Using the Assigned Staff lookup field.
What does “Save & New” do?,Saves the current record and opens a new form.
What is the maximum record limit per import?,"Up to 50,000 records at a time."
What are the import steps shown?,Choose data → Edit mapping → Start import.
Can users import custom objects?,"Yes, by selecting the Custom Objects tab."
How do you edit labels for records?,Click Assign Label → Edit Labels.
What appears in the Edit Labels modal?,Search Labels field and Assigned Labels section.
How do you save label changes?,Click Save in the Edit Labels modal.
Can label changes be canceled?,"Yes, by clicking Cancel or closing the modal."
What happens if no records are selected and “Change Owner” is clicked?,The system prompts the user to select at least one record.
Can multiple appointments be deleted at once?,"Yes, by selecting multiple checkboxes and choosing Delete (if mass delete is enabled)."
What does the record count “5 items” indicate?,It shows the number of records currently displayed in the list view.
Does searching in “Search this list…” search all Salesforce data?,"No, it searches only within the current list view records."
What happens when “Reset Column Widths” is selected?,All columns return to their default width.
Can list views be shared with other users?,"Yes, if the user selects appropriate sharing settings when creating the list view."
What determines which records appear in “Recently Viewed”?,Records the user has recently accessed.
What permission is required to create a new list view?,The user must have access to the object and list view creation rights.
Can a deleted appointment be restored?,"Yes, from the Recycle Bin (if not permanently deleted)."
What happens if a required field is cleared during edit?,The system prevents saving and shows an error.
an ownership be transferred to queues?,"Yes, if queues are configured for the object."
Is Owner automatically assigned?,"Yes, by default it assigns the logged-in user (unless assignment rules apply)."
Can Assigned Staff be mandatory?,"Yes, if configured as required at field level or via validation rule."
What happens if Region is left blank?,The record saves only if the field is not mandatory.
Can lookup fields search existing records?,"Yes, they allow searching related records."
What happens if no matching Customer is found?,The user may need to create a new Customer record first.
Can picklist values vary by profile?,"Yes, using Record Types and profile settings."
Where can import status be checked?,In the Data Import Wizard status page.
Who can access the Import Wizard?,Users with proper object and import permissions.
Can records be dragged between Kanban columns?,"es, to update the grouping field value"
What benefit does Split View provide?,Faster navigation without opening new pages.
What happens if a label is removed?,It is unlinked from the record but not deleted.
Can new labels be created from the modal?,"Yes, if the user has label creation permissions."
What controls visibility of the Import button?,User permissions and object access.
Can page layout affect visible fields in New Appointment?,"Yes, page layout determines displayed fields."
Where can users check their notifications in Salesforce?,Users can view notifications by clicking the bell icon in the top-right corner of Lightning Experience.
What is the purpose of the Notification Queue?,The Notification Queue temporarily stores notifications before they are delivered to users.
Which system component is responsible for sending notifications?,The Asynchronous Notification Service (ANS) handles notification delivery.
Are notifications delivered instantly?,They are delivered near real-time using background asynchronous processing.
Is the Notification Queue accessible to end users?,"No, it operates in the backend and is not visible to users."
What are Salesforce notifications used for?,"They alert users about important updates, actions, or record changes."
What delivery channels are supported for notifications?,"Notifications can be sent via email, in-app alerts (bell icon), or mobile push notifications."
What is meant by a Custom Notification in Salesforce?,A Custom Notification is a configurable alert that can be triggered using Flow or Apex.
Where do in-app notifications appear?,They appear inside the notification panel accessed through the bell icon.
Can Salesforce Flow trigger notifications?,"Yes, Flow can send Custom Notifications using the Send Custom Notification action."
How can developers send notifications programmatically?,Developers can use Apex with the Messaging.CustomNotification class.
What must be created before sending a Custom Notification?,A Custom Notification Type must be defined in Setup.
Are push notifications supported on mobile devices?,"Yes, Salesforce mobile apps support push notifications."
Can notifications include direct links to records?,"Yes, notifications can redirect users to a specific Salesforce record."
Can Workflow Rules send Custom Notifications?,"No, only Flow and Apex support sending Custom Notifications."
Is it possible to notify multiple recipients at once?,"Yes, multiple user IDs can be specified when sending notifications."
How long are notifications stored in Salesforce?,Notifications are stored temporarily and managed automatically by the system.
Can administrators control who receives notifications?,"Yes, recipients can be defined by user, role, or group."
How can a notification be sent to a Public Group?,By retrieving and passing the user IDs of the group members.
Can mobile push notifications be turned off?,"Yes, delivery channels can be configured in the Custom Notification Type settings."
Do users need access rights to see a notification’s related record?,"Yes, users must have permission to access the referenced record."
Where do administrators configure Custom Notifications?,In Setup under Notification Builder → Custom Notifications.
What is Notification Builder?,Notification Builder is a Setup tool used to configure Custom Notification Types.
What information is required when creating a Custom Notification Type?,"Name, API Name, Description, and delivery channel (Desktop, Mobile, or Both)."
Can notifications be restricted to desktop only?,"Yes, delivery can be limited to Desktop, Mobile, or both."
Does the Notification Queue help system performance?,"Yes, it improves performance by processing notifications asynchronously."
Are notification settings managed in Setup?,"Yes, administrators configure notification types and channels in Setup."
Can a notification trigger redirect users to specific pages?,"Yes, it can direct users to records or custom URLs."
Is Apex required to send notifications?,"No, notifications can also be sent using Flow without coding."
What happens if a user does not have access to the target record?,The user will not be able to open or view the linked record from the notification.
What happens if the Notification Type is not activated?,Notifications cannot be sent until the Custom Notification Type is properly configured and active.
Can notifications be triggered automatically after a record update?,"Yes, using Record-Triggered Flow or Apex logic."
Do notifications appear in Salesforce Classic?,"No, in-app (bell) notifications are available in Lightning Experience only."
Can a notification include dynamic field values?,"Yes, dynamic data can be included when sending notifications via Flow or Apex."
What determines whether a user receives a mobile push notification?,The delivery channel settings and the user’s mobile app notification preferences.
Are notifications logged in activity history?,"No, Custom Notifications are not automatically stored as activities."
What is setup in salesforce?,"Setup in Salesforce is the central configuration area where administrators manage users, objects, security, automation, and integrations. It allows customization of the entire organization .
→ Click on gear icon in the top-right corner
→Click on setup."
How do you open Setup in Salesforce Lightning?,"To open Setup in Lightning Experience
→Click on gear icon in the top-right corner
→Click on setup.
This will open the Setup Home page where you can manage configuration options."
What are Standard Objects?,"Standard objects are pre-built objects provided by Salesforce such as Account, Contact, Opportunity, Lead, and Case. They support common business processes like sales and service management.
→ Setup 
→ Object Manager 
→ Select any standard object."
What is Object Manager?,"Object Manager is used to manage standard and custom objects in Salesforce. You can create fields, validation rules, page layouts, and relationships.
→Open it by clicking “Object Manager” tab at the top of Setup."
How do you create a custom object?,"→Go to Setup 
→ Object Manager 
→ Click “Create” 
→ Select “Custom Object.” 
→Enter object label, plural name, and record name. 
→Save the object to create it successfully."
What are Users in Salesforce?,"Users represent individuals who can log into Salesforce. Administrators create users and assign profiles and roles to control permissions
→Open via Setup 
→ Users 
→ Users."
How do you create a new user?,"→Navigate to Setup 
→ Users 
→ Users 
→ Click “New User.”
→ Fill required fields like username, email, profile, and role.
→ Click Save."
What is a Profile?,"A Profile controls object permissions, field access, and system permissions for users. It determines what a user can see and do.
→ Open via Setup 
→ Profiles."
What is a Permission Set?,"A Permission Set provides additional permissions to users without modifying their profile.
→ Open via Setup 
→ Permission Sets."
What are Roles in Salesforce?,"Roles control record-level access using role hierarchy. They define data visibility based on organizational structure.
→ Open via Setup 
→ Roles."
What is a Field in Salesforce?,"A field is a data storage unit inside an object. It stores specific information like Name, Phone, Email, Amount, or Date. Fields define data type and validation.
→ Object Manager 
→ Select Object 
→ Fields & Relationships 
→ New.
→ Select which type of information
→ Click Next"
What is Lookup Relationship? How to Create It?,Lookup Relationship creates a link between two objects without dependency. The child object can exist independently even if parent record is deleted. It allows flexible data modeling between related objects.
How to Create It Relationship?,"→ Set up
→ Object Manager
→ Select Child Object
→ Fields & Relationships 
→ New
→ Select Lookup Relationship
→ Choose Parent Object
→ Cofigure
→ Save"
What is Quick Find in Setup?,"Quick Find is a search box in the left panel of Setup. It allows administrators to quickly locate any configuration option such as Users, Profiles, Flows, Validation Rules, or Objects without manually browsing through categories."
What is Company Information?,"Company Information shows organization ID, edition type, instance, user licenses, and company details. It helps administrators track license usage and confirm the Salesforce edition being used.
→ Setup 
→ Quick Find 
→ Type “Company Information”"
What is Fiscal Year Settings?,"Fiscal Year settings allow companies to define financial year start and end dates. Organizations can choose standard or custom fiscal years based on business accounting requirements.
Setup → Quick Find → Fiscal Year"
What is Business Hours in Setup?,"Business Hours define working hours for the organization. It is used in case management, escalations, and SLA calculations to measure response time during active business periods only.
→ Setup 
→ Quick Find 
→ Business Hours"
What is User Management?,"User Management controls who can log in and what they can access. It includes Users, Profiles, Roles, Permission Sets, and Login Policies. It ensures proper security and role-based access control."
Difference between Profile and Permission Set?,Profile provides base-level mandatory access for a user. Permission Sets give additional access. A user can have only one profile but multiple permission sets.
What is Sharing Settings?,"Sharing Settings define organization-wide defaults (OWD) and sharing rules. It determines default visibility for records like Private, Public Read Only, or Public Read/Write.
→ Setup 
→ Sharing Settings"
What is Login IP Range?,"Login IP Range restricts user login to specific IP addresses. It enhances security by blocking unauthorized network access.
→ Setup 
→ Profiles 
→ Select Profile 
→ Login IP Ranges"
What is Session Settings?,"Session Settings control session timeout duration, HTTPS enforcement, clickjack protection, and browser security settings."
What is Password Policy?,"Password Policies define minimum password length, complexity, expiration time, and lockout policies to ensure secure authentication.
→ Setup 
→ Password Policies"
What is Public Group?,"Public Groups are collections of users, roles, and territories. They simplify sharing rules and permission assignments.
→ Setup 
→ Quick Find 
→ Public Groups 
→ New 
→ Add Members 
→ Save"
What is Queue?,"Queue is used to assign records like Leads or Cases to a group of users. Members can claim records from the queue.
→ Setup 
→ Quick Find 
→ Queues 
→ New 
→ Select Supported Object 
→ Add Members 
→ Save"
What is Flow Builder?,"Flow Builder is an automation tool used to create workflows, update records, send emails, and perform complex business logic without coding.
→ Setup 
→ Quick Find 
→ Flows 
→ New Flow"
What is Named Credentials?,"Named Credentials store endpoint URLs and authentication details securely for callouts.
→ Setup 
→ Quick Find 
→ Named Credentials 
→ New"
What is Remote Site Settings?,"Remote Site Settings allow Apex callouts to external URLs securely.
→ Setup 
→ Quick Find 
→ Remote Site Settings 
→ New"
What is Connected App?,"Connected Apps enable integration between Salesforce and external applications using APIs and authentication.
→ Setup 
→ Quick Find 
→ App Manager 
→ New Connected App"
What is API in Salesforce?,"API allows external systems to communicate with Salesforce to create, update, delete, or fetch data programmatically.
→ Setup 
→ Quick Find 
→ API 
→ Enable"
How to Enable Einstein Bots?,"Einstein Bots allow automated chat responses inside Salesforce Service Cloud.
→ Setup → Quick Find → Einstein Bots → Enable"
What is Omni-Channel?,"Omni-Channel routes chatbot escalations to live agents automatically.
→ Setup 
→ Quick Find 
→ Omni-Channel 
→ Enable"
What is Live Agent?,"Live Agent allows chatbot handover to human agents during complex conversations.
→  Setup 
→ Quick Find 
→ Embedded Service Deployments"
What is Validation Rule?,"Validation rules enforce data accuracy by preventing incorrect data from being saved using logical formulas.
→ Object Manager 
→ Object 
→ Validation Rules 
→ New"
What is Record Type?,"Record Types allow different business processes, page layouts, and picklist values for the same object.
→ Setup 
→ Report Types 
→ New Custom Report Type"
What is Approval Process?,"Approval Process automates record approval steps such as manager approval for discounts or leave requests.
→ Setup 
→ Approval Processes 
→ Select Object"
What is App Manager?,"App Manager allows creation and customization of Lightning apps including navigation items and branding.
→ Setup 
→ App Manager 
→ New Lightning App"
What is Lightning App Builder?,"Lightning App Builder is used to customize record pages, home pages, and app pages using drag-and-drop components.
→ Setup 
→ Lightning App Builder 
→ New"
What is Duplicate Rule?,"Duplicate Rules prevent users from creating duplicate records by using matching rules. It improves data quality and avoids redundancy.
→ Setup 
→ Duplicate Rules 
→ New Rule 
→ Select Object 
→ Activate"
What is Matching Rule?,"Matching Rules define how Salesforce identifies duplicate records using field comparisons such as email or phone number.
→ Setup 
→ Matching Rules 
→ New Rule 
→ Select Object 
→ Activate"
What is Assignment Rule?,"Assignment Rules automatically assign Leads or Cases to users or queues based on criteria like region or product type.
→ Setup 
→ Lead Assignment Rules 
→ New 
→ Define Criteria 
→ Activate"
What is Auto-Response Rule?,"Auto-Response Rules automatically send email responses to leads or cases after record creation.
→ Setup 
→ Auto-Response Rules 
→ Select Object 
→ New"
What is Email-to-Case?,"Email-to-Case automatically converts incoming emails into case records, improving customer support management.
→ Setup 
→ Email-to-Case 
→ Enable 
→ Configure Routing Address"
What is Web-to-Lead?,"Web-to-Lead captures website visitor information and creates Lead records in Salesforce automatically.
→ Setup 
→ Web-to-Lead 
→ Enable 
→ Create Web Form"
What is Field History Tracking?,"Field History Tracking monitors changes made to selected fields for auditing purposes.
→ Object Manager 
→ Object 
→ Fields & Relationships 
→ Set History Tracking"
What is Compact Layout?,"Compact Layout controls which fields appear in the record highlights panel in Lightning Experience.
→ Object Manager 
→ Object 
→ Compact Layouts 
→ New"
What is Login History?,"Login History tracks user login attempts including IP address and status.
→ Setup 
→ Login History"
What is Change Set?,"Change Sets are used to deploy metadata from one Salesforce org to another (Sandbox to Production).
→ Setup 
→ Outbound Change Sets 
→ New"
What is Sandbox?,"Sandbox is a copy of production org used for testing and development without affecting live data.
→ Setup 
→ Sandboxes 
→ New Sandbox"
What is Custom Metadata?,"Custom Metadata stores configuration data that can be deployed between orgs and used in logic.
→ Setup 
→ Custom Metadata Types 
→ New"
What is Custom Label?,"Custom Labels store text values that can be referenced in Apex, Visualforce, or Lightning components.
→ Setup 
→ Custom Labels 
→ New"
What is Static Resource?,"Static Resources store files like images, CSS, JavaScript for use in custom UI components
→ Setup 
→ Static Resources 
→ New"
What is Apex Class?,"Apex Class contains business logic written in Salesforce’s programming language.
→ Setup 
→ Apex Classes 
→ New"
What is Apex Trigger?,"Apex Trigger executes before or after DML operations on records.
→ Setup 
→ Apex Triggers 
→ New"
What is Dev Console?,"Developer Console is used to write and test Apex code and SOQL queries.
→ Click Gear Icon 
→ Developer Console"
What is Lightning Record Page?,"Lightning Record Page customizes record layout using components.
→ Setup 
→ Lightning App Builder 
→ New Record Page"
What is Service Setup?,"Service Setup configures customer service features like case management and knowledge base.
→ Setup 
→ Service Setup Assistant"
What is Knowledge?,"Knowledge allows creation of articles for customer self-service.
→ Setup 
→ Knowledge Settings 
→ Enable"
What is a Sales Order in Salesforce?,A Sales Order (Order object) represents a confirmed agreement with a customer to deliver products or services. It is usually created after an Opportunity is Closed Won and is linked to an Account and Contract.
How do you enable Orders in Salesforce?,"Orders must be enabled before use. Once enabled, users can create and manage order records associated with accounts and contracts.
→ Setup 
→ Quick Find 
→ Type Order Settings 
→ Enable Orders 
→ Save"
Where can you find the Order object?,"The Order object is available under Object Manager and can also be added as a tab in Lightning apps for easy access.
→ Setup 
→ Object Manager 
→ Search Order"
What are standard fields in the Order object?,"Standard fields include Order Number, Account, Contract, Effective Date, Status, Activated Date, Owner, and Description. These fields help track order lifecycle and customer relationship details."
How do you create a new Order record?,"Orders are created from the Orders tab or from an Account or Contract record.
→ App Launcher 
→ Search Orders 
→ Click New 
→ Fill required fields 
→ Save"
What is the Status field in Orders?,"The Status field tracks the order lifecycle such as Draft, Activated, or Cancelled. It helps manage order processing stages.
→ Object Manager 
→ Order 
→ Fields 
→ Status 
→ Edit Picklist Values"
What is Order Activation?,"Order Activation changes the status from Draft to Activated. Once activated, products cannot be modified without deactivating the order.
→ Open Order 
→ Click Activate"
What is an Order Product?,"Order Products represent individual products added to an order. They include quantity, unit price, and total price.
→ Open Order 
→ Related Tab 
→ Order Products 
→ Add Products"
How are Orders related to Opportunities?,"Orders are typically created after an Opportunity is Closed Won. Though not automatically linked by default, businesses often create them manually or using automation."
How do you add Products to an Order?,"Products must be added through Order Products related list and must exist in the Price Book.
→ Open Order 
→ Related 
→ Add Products 
→ Select Price Book 
→ Choose Products 
→ Save"
What is a Price Book in Orders?,"Price Book contains product pricing information. Orders must use an active price book to add products.
→ App Launcher 
→ Price Books 
→ Manage Products"
